type,pts,pos,tm,opp,id,q,init
1f1,2,2,TOR,HOU,20120228TORHOU,q2,1
1f1,0,1,HOU,TOR,20120228TORHOU,q2,0
2f1,2,2,TOR,HOU,20120228TORHOU,q3,1
2f1,2,2,HOU,TOR,20120228TORHOU,q3,0
1f1,0,2,UTA,SAC,20120228UTASAC,q1,1
1f1,0,2,SAC,UTA,20120228UTASAC,q1,0
1f1,2,2,SAC,UTA,20120228UTASAC,q2,1
1f1,0,1,UTA,SAC,20120228UTASAC,q2,0
2f1,0,2,UTA,SAC,20120228UTASAC,q3,1
2f1,5,2,SAC,UTA,20120228UTASAC,q3,0
1f1,0,2,WAS,MIL,20120228WASMIL,q1,1
1f1,2,1,MIL,WAS,20120228WASMIL,q1,0
2f1,4,3,MIL,WAS,20120228WASMIL,q2,1
2f1,2,3,WAS,MIL,20120228WASMIL,q2,0
1f1,2,2,WAS,MIL,20120228WASMIL,q3,1
1f1,2,1,MIL,WAS,20120228WASMIL,q3,0
2f1,3,2,DET,CHA,20120229CHADET,q1,1
2f1,2,2,CHA,DET,20120229CHADET,q1,0
2f1,3,3,DET,CHA,20120229CHADET,q2,1
2f1,2,3,CHA,DET,20120229CHADET,q2,0
1f1,2,2,CHA,DET,20120229CHADET,q3,1
1f1,0,2,DET,CHA,20120229CHADET,q3,0
2f1,0,2,SAS,CHI,20120229CHISAS,q1,1
2f1,1,2,CHI,SAS,20120229CHISAS,q1,0
2f1,2,2,CHI,SAS,20120229CHISAS,q2,1
2f1,0,2,SAS,CHI,20120229CHISAS,q2,0
1f1,2,2,SAS,CHI,20120229CHISAS,q3,1
1f1,2,1,CHI,SAS,20120229CHISAS,q3,0
1f1,2,2,NYK,CLE,20120229CLENYK,q1,1
1f1,3,1,CLE,NYK,20120229CLENYK,q1,0
1f1,0,2,CLE,NYK,20120229CLENYK,q2,1
1f1,0,1,NYK,CLE,20120229CLENYK,q2,0
2f1,2,2,CLE,NYK,20120229CLENYK,q3,1
2f1,3,2,NYK,CLE,20120229CLENYK,q3,0
1f1,0,1,DAL,MEM,20120229DALMEM,q1,1
1f1,0,1,MEM,DAL,20120229DALMEM,q1,0
2f1,3,3,MEM,DAL,20120229DALMEM,q2,1
2f1,3,2,DAL,MEM,20120229DALMEM,q2,0
2f1,0,2,DAL,MEM,20120229DALMEM,q3,1
2f1,3,2,MEM,DAL,20120229DALMEM,q3,0
2f1,2,2,ATL,GSW,20120229GSWATL,q1,1
2f1,0,1,GSW,ATL,20120229GSWATL,q1,0
2f1,0,2,GSW,ATL,20120229GSWATL,q2,1
2f1,0,1,ATL,GSW,20120229GSWATL,q2,0
1f1,2,1,GSW,ATL,20120229GSWATL,q3,1
1f1,0,1,ATL,GSW,20120229GSWATL,q3,0
2f1,0,2,UTA,HOU,20120229HOUUTA,q1,1
2f1,2,1,HOU,UTA,20120229HOUUTA,q1,0
2f1,0,3,HOU,UTA,20120229HOUUTA,q2,1
2f1,0,2,UTA,HOU,20120229HOUUTA,q2,0
1f1,0,2,UTA,HOU,20120229HOUUTA,q3,1
1f1,0,1,HOU,UTA,20120229HOUUTA,q3,0
1f1,2,2,MIL,BOS,20120229MILBOS,q1,1
1f1,0,2,BOS,MIL,20120229MILBOS,q1,0
2f1,5,3,BOS,MIL,20120229MILBOS,q2,1
2f1,0,3,MIL,BOS,20120229MILBOS,q2,0
1f1,0,1,BOS,MIL,20120229MILBOS,q3,1
1f1,0,1,MIL,BOS,20120229MILBOS,q3,0
1f1,0,2,LAL,MIN,20120229MINLAL,q1,1
1f1,3,1,MIN,LAL,20120229MINLAL,q1,0
1f1,0,3,LAL,MIN,20120229MINLAL,q2,1
1f1,4,2,MIN,LAL,20120229MINLAL,q2,0
2f1,2,2,LAL,MIN,20120229MINLAL,q3,1
2f1,0,1,MIN,LAL,20120229MINLAL,q3,0
1f1,0,1,PHI,OKC,20120229OKCPHI,q1,1
1f1,2,1,OKC,PHI,20120229OKCPHI,q1,0
1f1,0,2,PHI,OKC,20120229OKCPHI,q2,1
1f1,3,1,OKC,PHI,20120229OKCPHI,q2,0
2f1,0,2,PHI,OKC,20120229OKCPHI,q3,1
2f1,0,1,OKC,PHI,20120229OKCPHI,q3,0
1f1,0,2,ORL,WAS,20120229ORLWAS,q1,1
1f1,0,2,WAS,ORL,20120229ORLWAS,q1,0
2f1,2,2,WAS,ORL,20120229ORLWAS,q2,1
2f1,0,1,ORL,WAS,20120229ORLWAS,q2,0
2f1,3,2,WAS,ORL,20120229ORLWAS,q3,1
2f1,3,1,ORL,WAS,20120229ORLWAS,q3,0
2f1,2,1,DEN,POR,20120229PORDEN,q1,1
2f1,2,1,POR,DEN,20120229PORDEN,q1,0
2f1,5,2,DEN,POR,20120229PORDEN,q2,1
2f1,0,2,POR,DEN,20120229PORDEN,q2,0
1f1,0,2,DEN,POR,20120229PORDEN,q3,1
1f1,0,1,POR,DEN,20120229PORDEN,q3,0
1f1,2,2,TOR,NOH,20120229TORNOH,q1,1
1f1,0,1,NOH,TOR,20120229TORNOH,q1,0
2f1,4,3,NOH,TOR,20120229TORNOH,q2,1
2f1,0,3,TOR,NOH,20120229TORNOH,q2,0
1f1,2,1,NOH,TOR,20120229TORNOH,q3,1
1f1,0,1,TOR,NOH,20120229TORNOH,q3,0
2f1,2,2,LAC,SAC,20120301LACSAC,q1,1
2f1,2,1,SAC,LAC,20120301LACSAC,q1,0
2f1,2,2,LAC,SAC,20120301LACSAC,q2,1
2f1,1,1,SAC,LAC,20120301LACSAC,q2,0
2f1,0,2,SAC,LAC,20120301LACSAC,q3,1
2f1,0,1,LAC,SAC,20120301LACSAC,q3,0
1f1,3,2,POR,MIA,20120301MIAPOR,q1,1
1f1,2,1,MIA,POR,20120301MIAPOR,q1,0
1f1,0,2,POR,MIA,20120301MIAPOR,q2,1
1f1,2,1,MIA,POR,20120301MIAPOR,q2,0
2f1,1,1,MIA,POR,20120301MIAPOR,q3,1
2f1,0,1,POR,MIA,20120301MIAPOR,q3,0
2f1,0,2,PHX,MIN,20120301MINPHX,q1,1
2f1,0,2,MIN,PHX,20120301MINPHX,q1,0
2f1,2,2,PHX,MIN,20120301MINPHX,q2,1
2f1,0,1,MIN,PHX,20120301MINPHX,q2,0
1f1,0,1,PHX,MIN,20120301MINPHX,q3,1
1f1,0,1,MIN,PHX,20120301MINPHX,q3,0
1f1,3,2,ORL,OKC,20120301OKCORL,q1,1
1f1,0,1,OKC,ORL,20120301OKCORL,q1,0
2f1,0,2,ORL,OKC,20120301OKCORL,q2,1
2f1,3,1,OKC,ORL,20120301OKCORL,q2,0
2f1,0,2,OKC,ORL,20120301OKCORL,q3,1
2f1,0,2,ORL,OKC,20120301OKCORL,q3,0
2f1,2,2,SAS,CHA,20120302CHASAS,q1,1
2f1,0,1,CHA,SAS,20120302CHASAS,q1,0
2f1,1,2,SAS,CHA,20120302CHASAS,q2,1
2f1,0,1,CHA,SAS,20120302CHASAS,q2,0
2f1,2,2,SAS,CHA,20120302CHASAS,q3,1
2f1,2,1,CHA,SAS,20120302CHASAS,q3,0
1f1,3,2,CHI,CLE,20120302CHICLE,q1,1
1f1,2,1,CLE,CHI,20120302CHICLE,q1,0
2f1,2,2,CHI,CLE,20120302CHICLE,q2,1
2f1,0,2,CLE,CHI,20120302CHICLE,q2,0
2f1,3,2,CLE,CHI,20120302CHICLE,q3,1
2f1,3,2,CHI,CLE,20120302CHICLE,q3,0
2f1,1,2,NOH,DAL,20120302DALNOH,q1,1
2f1,2,2,DAL,NOH,20120302DALNOH,q1,0
2f1,0,2,DAL,NOH,20120302DALNOH,q2,1
2f1,3,2,NOH,DAL,20120302DALNOH,q2,0
1f1,2,1,NOH,DAL,20120302DALNOH,q3,1
1f1,0,1,DAL,NOH,20120302DALNOH,q3,0
1f1,3,2,DEN,HOU,20120302DENHOU,q1,1
1f1,0,2,HOU,DEN,20120302DENHOU,q1,0
2f1,2,3,DEN,HOU,20120302DENHOU,q2,1
2f1,3,2,HOU,DEN,20120302DENHOU,q2,0
2f1,0,2,HOU,DEN,20120302DENHOU,q3,1
2f1,2,2,DEN,HOU,20120302DENHOU,q3,0
1f1,2,1,PHI,GSW,20120302GSWPHI,q1,1
1f1,0,1,GSW,PHI,20120302GSWPHI,q1,0
2f1,2,2,GSW,PHI,20120302GSWPHI,q2,1
2f1,2,1,PHI,GSW,20120302GSWPHI,q2,0
1f1,0,1,PHI,GSW,20120302GSWPHI,q3,1
1f1,0,1,GSW,PHI,20120302GSWPHI,q3,0
2f1,2,2,LAC,PHX,20120302LACPHX,q1,1
2f1,0,2,PHX,LAC,20120302LACPHX,q1,0
2f1,2,3,PHX,LAC,20120302LACPHX,q2,1
2f1,2,2,LAC,PHX,20120302LACPHX,q2,0
2f1,0,1,LAC,PHX,20120302LACPHX,q3,1
2f1,3,1,PHX,LAC,20120302LACPHX,q3,0
2f1,0,2,TOR,MEM,20120302MEMTOR,q1,1
2f1,4,2,MEM,TOR,20120302MEMTOR,q1,0
1f1,0,2,MEM,TOR,20120302MEMTOR,q2,1
1f1,1,1,TOR,MEM,20120302MEMTOR,q2,0
1f1,4,3,TOR,MEM,20120302MEMTOR,q3,1
1f1,2,2,MEM,TOR,20120302MEMTOR,q3,0
1f1,0,2,MIA,UTA,20120302MIAUTA,q1,1
1f1,3,1,UTA,MIA,20120302MIAUTA,q1,0
2f1,2,2,UTA,MIA,20120302MIAUTA,q2,1
2f1,2,2,MIA,UTA,20120302MIAUTA,q2,0
1f1,2,1,MIA,UTA,20120302MIAUTA,q3,1
1f1,0,1,UTA,MIA,20120302MIAUTA,q3,0
1f1,0,1,ATL,MIL,20120302MILATL,q1,1
1f1,0,1,MIL,ATL,20120302MILATL,q1,0
2f1,0,2,ATL,MIL,20120302MILATL,q2,1
2f1,3,1,MIL,ATL,20120302MILATL,q2,0
2f1,1,2,ATL,MIL,20120302MILATL,q3,1
2f1,0,1,MIL,ATL,20120302MILATL,q3,0
2f1,0,2,BOS,NJN,20120302NJNBOS,q1,1
2f1,2,1,NJN,BOS,20120302NJNBOS,q1,0
2f1,4,2,BOS,NJN,20120302NJNBOS,q2,1
2f1,2,1,NJN,BOS,20120302NJNBOS,q2,0
2f1,2,1,BOS,NJN,20120302NJNBOS,q3,1
2f1,0,1,NJN,BOS,20120302NJNBOS,q3,0
1f1,2,1,LAL,SAC,20120302SACLAL,q1,1
1f1,0,1,SAC,LAL,20120302SACLAL,q1,0
2f1,2,2,LAL,SAC,20120302SACLAL,q2,1
2f1,3,1,SAC,LAL,20120302SACLAL,q2,0
1f1,0,2,LAL,SAC,20120302SACLAL,q3,1
1f1,0,1,SAC,LAL,20120302SACLAL,q3,0
1f1,2,2,WAS,CLE,20120303CLEWAS,q1,1
1f1,2,1,CLE,WAS,20120303CLEWAS,q1,0
2f1,3,2,CLE,WAS,20120303CLEWAS,q2,1
2f1,2,2,WAS,CLE,20120303CLEWAS,q2,0
2f1,2,2,WAS,CLE,20120303CLEWAS,q3,1
2f1,0,1,CLE,WAS,20120303CLEWAS,q3,0
1f1,0,2,DET,MEM,20120303DETMEM,q1,1
1f1,0,1,MEM,DET,20120303DETMEM,q1,0
1f1,0,2,MEM,DET,20120303DETMEM,q2,1
1f1,0,1,DET,MEM,20120303DETMEM,q2,0
1f1,2,2,MEM,DET,20120303DETMEM,q3,1
1f1,0,1,DET,MEM,20120303DETMEM,q3,0
2f1,0,2,IND,NOH,20120303INDNOH,q1,1
2f1,0,1,NOH,IND,20120303INDNOH,q1,0
2f1,7,3,IND,NOH,20120303INDNOH,q2,1
2f1,0,2,NOH,IND,20120303INDNOH,q2,0
2f1,0,2,NOH,IND,20120303INDNOH,q3,1
2f1,2,1,IND,NOH,20120303INDNOH,q3,0
2f1,3,2,ORL,MIL,20120303MILORL,q1,1
2f1,2,1,MIL,ORL,20120303MILORL,q1,0
1f1,4,2,ORL,MIL,20120303MILORL,q2,1
1f1,0,2,MIL,ORL,20120303MILORL,q2,0
2f1,3,2,ORL,MIL,20120303MILORL,q3,1
2f1,0,1,MIL,ORL,20120303MILORL,q3,0
1f1,2,2,MIN,POR,20120303MINPOR,q1,1
1f1,2,2,POR,MIN,20120303MINPOR,q1,0
1f1,3,2,MIN,POR,20120303MINPOR,q2,1
1f1,0,2,POR,MIN,20120303MINPOR,q2,0
1f1,3,2,POR,MIN,20120303MINPOR,q3,1
1f1,0,1,MIN,POR,20120303MINPOR,q3,0
2f1,2,2,ATL,OKC,20120303OKCATL,q1,1
2f1,0,2,OKC,ATL,20120303OKCATL,q1,0
1f1,2,1,OKC,ATL,20120303OKCATL,q2,1
1f1,0,1,ATL,OKC,20120303OKCATL,q2,0
2f1,3,2,ATL,OKC,20120303OKCATL,q3,1
2f1,2,1,OKC,ATL,20120303OKCATL,q3,0
1f1,0,2,UTA,DAL,20120303UTADAL,q1,1
1f1,0,1,DAL,UTA,20120303UTADAL,q1,0
1f1,3,2,UTA,DAL,20120303UTADAL,q2,1
1f1,1,1,DAL,UTA,20120303UTADAL,q2,0
2f1,0,1,DAL,UTA,20120303UTADAL,q3,1
2f1,0,1,UTA,DAL,20120303UTADAL,q3,0
1f1,0,2,PHI,CHI,20120304CHIPHI,q1,1
1f1,2,1,CHI,PHI,20120304CHIPHI,q1,0
2f1,2,2,CHI,PHI,20120304CHIPHI,q2,1
2f1,0,1,PHI,CHI,20120304CHIPHI,q2,0
2f1,2,2,CHI,PHI,20120304CHIPHI,q3,1
2f1,2,1,PHI,CHI,20120304CHIPHI,q3,0
2f1,0,2,SAS,DEN,20120304DENSAS,q1,1
2f1,0,1,DEN,SAS,20120304DENSAS,q1,0
2f1,0,2,SAS,DEN,20120304DENSAS,q2,1
2f1,2,1,DEN,SAS,20120304DENSAS,q2,0
1f1,0,1,DEN,SAS,20120304DENSAS,q3,1
1f1,0,1,SAS,DEN,20120304DENSAS,q3,0
2f1,2,2,TOR,GSW,20120304GSWTOR,q1,1
2f1,0,1,GSW,TOR,20120304GSWTOR,q1,0
2f1,1,2,TOR,GSW,20120304GSWTOR,q2,1
2f1,2,2,GSW,TOR,20120304GSWTOR,q2,0
2f1,0,1,GSW,TOR,20120304GSWTOR,q3,1
2f1,0,1,TOR,GSW,20120304GSWTOR,q3,0
1f1,2,1,LAC,HOU,20120304LACHOU,q1,1
1f1,2,1,HOU,LAC,20120304LACHOU,q1,0
1f1,0,2,HOU,LAC,20120304LACHOU,q2,1
1f1,0,1,LAC,HOU,20120304LACHOU,q2,0
1f1,0,1,HOU,LAC,20120304LACHOU,q3,1
1f1,2,1,LAC,HOU,20120304LACHOU,q3,0
2f1,2,3,LAL,MIA,20120304MIALAL,q1,1
2f1,2,2,MIA,LAL,20120304MIALAL,q1,0
2f1,0,2,LAL,MIA,20120304MIALAL,q2,1
2f1,2,2,MIA,LAL,20120304MIALAL,q2,0
2f1,0,2,MIA,LAL,20120304MIALAL,q3,1
2f1,2,1,LAL,MIA,20120304MIALAL,q3,0
1f1,0,1,NJN,CHA,20120304NJNCHA,q1,1
1f1,0,1,CHA,NJN,20120304NJNCHA,q1,0
1f1,0,1,CHA,NJN,20120304NJNCHA,q2,1
1f1,0,1,NJN,CHA,20120304NJNCHA,q2,0
2f1,2,3,CHA,NJN,20120304NJNCHA,q3,1
2f1,0,2,NJN,CHA,20120304NJNCHA,q3,0
1f1,3,2,NYK,BOS,20120304NYKBOS,q1,1
1f1,2,1,BOS,NYK,20120304NYKBOS,q1,0
1f1,0,2,NYK,BOS,20120304NYKBOS,q2,1
1f1,2,1,BOS,NYK,20120304NYKBOS,q2,0
1f1,0,2,BOS,NYK,20120304NYKBOS,q3,1
1f1,2,1,NYK,BOS,20120304NYKBOS,q3,0
2f1,6,3,PHX,SAC,20120304SACPHX,q1,1
2f1,4,3,SAC,PHX,20120304SACPHX,q1,0
2f1,2,2,SAC,PHX,20120304SACPHX,q2,1
2f1,0,1,PHX,SAC,20120304SACPHX,q2,0
1f1,4,2,SAC,PHX,20120304SACPHX,q3,1
1f1,0,1,PHX,SAC,20120304SACPHX,q3,0
2f1,0,2,DAL,OKC,20120305DALOKC,q1,1
2f1,2,2,OKC,DAL,20120305DALOKC,q1,0
1f1,1,2,OKC,DAL,20120305DALOKC,q2,1
1f1,0,1,DAL,OKC,20120305DALOKC,q2,0
2f1,0,2,DAL,OKC,20120305DALOKC,q3,1
2f1,0,1,OKC,DAL,20120305DALOKC,q3,0
2f1,2,2,WAS,GSW,20120305GSWWAS,q1,1
2f1,4,2,GSW,WAS,20120305GSWWAS,q1,0
2f1,3,2,WAS,GSW,20120305GSWWAS,q2,1
2f1,0,1,GSW,WAS,20120305GSWWAS,q2,0
2f1,5,2,GSW,WAS,20120305GSWWAS,q3,1
2f1,0,1,WAS,GSW,20120305GSWWAS,q3,0
1f1,0,2,IND,CHI,20120305INDCHI,q1,1
1f1,2,1,CHI,IND,20120305INDCHI,q1,0
2f1,0,2,IND,CHI,20120305INDCHI,q2,1
2f1,1,1,CHI,IND,20120305INDCHI,q2,0
1f1,0,2,IND,CHI,20120305INDCHI,q3,1
1f1,2,1,CHI,IND,20120305INDCHI,q3,0
2f1,2,2,LAC,MIN,20120305LACMIN,q1,1
2f1,1,1,MIN,LAC,20120305LACMIN,q1,0
1f1,0,1,MIN,LAC,20120305LACMIN,q2,1
1f1,2,1,LAC,MIN,20120305LACMIN,q2,0
2f1,0,2,MIN,LAC,20120305LACMIN,q3,1
2f1,0,2,LAC,MIN,20120305LACMIN,q3,0
1f1,2,1,POR,NOH,20120305NOHPOR,q1,1
1f1,0,1,NOH,POR,20120305NOHPOR,q1,0
1f1,2,1,POR,NOH,20120305NOHPOR,q2,1
1f1,0,1,NOH,POR,20120305NOHPOR,q2,0
2f1,0,1,NOH,POR,20120305NOHPOR,q3,1
2f1,3,1,POR,NOH,20120305NOHPOR,q3,0
2f1,1,2,ORL,TOR,20120305ORLTOR,q1,1
2f1,0,1,TOR,ORL,20120305ORLTOR,q1,0
1f1,0,1,TOR,ORL,20120305ORLTOR,q2,1
1f1,0,1,ORL,TOR,20120305ORLTOR,q2,0
1f1,1,2,ORL,TOR,20120305ORLTOR,q3,1
1f1,2,1,TOR,ORL,20120305ORLTOR,q3,0
2f1,2,2,PHI,MIL,20120305PHIMIL,q1,1
2f1,0,2,MIL,PHI,20120305PHIMIL,q1,0
1f1,0,2,PHI,MIL,20120305PHIMIL,q2,1
1f1,0,1,MIL,PHI,20120305PHIMIL,q2,0
2f1,2,2,MIL,PHI,20120305PHIMIL,q3,1
2f1,0,1,PHI,MIL,20120305PHIMIL,q3,0
2f1,2,2,SAC,DEN,20120305SACDEN,q1,1
2f1,4,2,DEN,SAC,20120305SACDEN,q1,0
1f1,5,2,DEN,SAC,20120305SACDEN,q2,1
1f1,0,1,SAC,DEN,20120305SACDEN,q2,0
1f1,4,2,DEN,SAC,20120305SACDEN,q3,1
1f1,0,2,SAC,DEN,20120305SACDEN,q3,0
2f1,2,2,UTA,CLE,20120305UTACLE,q1,1
2f1,2,1,CLE,UTA,20120305UTACLE,q1,0
1f1,1,2,CLE,UTA,20120305UTACLE,q2,1
1f1,0,1,UTA,CLE,20120305UTACLE,q2,0
2f1,2,2,UTA,CLE,20120305UTACLE,q3,1
2f1,2,2,CLE,UTA,20120305UTACLE,q3,0
2f1,2,2,ATL,IND,20120306ATLIND,q1,1
2f1,3,2,IND,ATL,20120306ATLIND,q1,0
2f1,0,1,ATL,IND,20120306ATLIND,q2,1
2f1,0,1,IND,ATL,20120306ATLIND,q2,0
2f1,0,2,IND,ATL,20120306ATLIND,q3,1
2f1,2,2,ATL,IND,20120306ATLIND,q3,0
2f1,2,1,HOU,BOS,20120306HOUBOS,q1,1
2f1,0,1,BOS,HOU,20120306HOUBOS,q1,0
2f1,2,2,HOU,BOS,20120306HOUBOS,q2,1
2f1,2,2,BOS,HOU,20120306HOUBOS,q2,0
1f1,2,1,HOU,BOS,20120306HOUBOS,q3,1
1f1,0,1,BOS,HOU,20120306HOUBOS,q3,0
1f1,0,2,DET,LAL,20120306LALDET,q1,1
1f1,1,1,LAL,DET,20120306LALDET,q1,0
1f1,1,2,DET,LAL,20120306LALDET,q2,1
1f1,0,1,LAL,DET,20120306LALDET,q2,0
1f1,0,1,LAL,DET,20120306LALDET,q3,1
1f1,0,1,DET,LAL,20120306LALDET,q3,0
1f1,0,2,NJN,MIA,20120306NJNMIA,q1,1
1f1,0,1,MIA,NJN,20120306NJNMIA,q1,0
2f1,0,2,NJN,MIA,20120306NJNMIA,q2,1
2f1,3,1,MIA,NJN,20120306NJNMIA,q2,0
2f1,3,2,MIA,NJN,20120306NJNMIA,q3,1
2f1,0,1,NJN,MIA,20120306NJNMIA,q3,0
1f1,2,2,DAL,NYK,20120306NYKDAL,q1,1
1f1,2,1,NYK,DAL,20120306NYKDAL,q1,0
1f1,4,2,NYK,DAL,20120306NYKDAL,q2,1
1f1,0,2,DAL,NYK,20120306NYKDAL,q2,0
2f1,2,1,DAL,NYK,20120306NYKDAL,q3,1
2f1,0,1,NYK,DAL,20120306NYKDAL,q3,0
2f1,2,2,CHA,ORL,20120306ORLCHA,q1,1
2f1,0,1,ORL,CHA,20120306ORLCHA,q1,0
1f1,2,1,CHA,ORL,20120306ORLCHA,q2,1
1f1,0,1,ORL,CHA,20120306ORLCHA,q2,0
2f1,2,2,CHA,ORL,20120306ORLCHA,q3,1
2f1,0,1,ORL,CHA,20120306ORLCHA,q3,0
2f1,0,2,MIA,ATL,20120307ATLMIA,q1,1
2f1,3,1,ATL,MIA,20120307ATLMIA,q1,0
1f1,3,1,ATL,MIA,20120307ATLMIA,q2,1
1f1,0,1,MIA,ATL,20120307ATLMIA,q2,0
1f1,0,1,MIA,ATL,20120307ATLMIA,q3,1
1f1,0,1,ATL,MIA,20120307ATLMIA,q3,0
1f1,2,2,BOS,PHI,20120307BOSPHI,q1,1
1f1,0,1,PHI,BOS,20120307BOSPHI,q1,0
1f1,2,1,PHI,BOS,20120307BOSPHI,q2,1
1f1,2,1,BOS,PHI,20120307BOSPHI,q2,0
2f1,0,2,PHI,BOS,20120307BOSPHI,q3,1
2f1,2,1,BOS,PHI,20120307BOSPHI,q3,0
2f1,2,2,CHI,MIL,20120307CHIMIL,q1,1
2f1,2,2,MIL,CHI,20120307CHIMIL,q1,0
2f1,2,3,MIL,CHI,20120307CHIMIL,q2,1
2f1,2,2,CHI,MIL,20120307CHIMIL,q2,0
2f1,2,1,MIL,CHI,20120307CHIMIL,q3,1
2f1,0,1,CHI,MIL,20120307CHIMIL,q3,0
2f1,0,2,DEN,CLE,20120307CLEDEN,q1,1
2f1,2,2,CLE,DEN,20120307CLEDEN,q1,0
1f1,4,2,DEN,CLE,20120307CLEDEN,q2,1
1f1,0,2,CLE,DEN,20120307CLEDEN,q2,0
2f1,0,2,CLE,DEN,20120307CLEDEN,q3,1
2f1,0,1,DEN,CLE,20120307CLEDEN,q3,0
1f1,0,1,TOR,HOU,20120307HOUTOR,q1,1
1f1,2,1,HOU,TOR,20120307HOUTOR,q1,0
2f1,3,2,HOU,TOR,20120307HOUTOR,q2,1
2f1,2,1,TOR,HOU,20120307HOUTOR,q2,0
1f1,0,1,TOR,HOU,20120307HOUTOR,q3,1
1f1,2,1,HOU,TOR,20120307HOUTOR,q3,0
1f1,0,2,LAC,NJN,20120307LACNJN,q1,1
1f1,0,1,NJN,LAC,20120307LACNJN,q1,0
2f1,1,2,LAC,NJN,20120307LACNJN,q2,1
2f1,5,2,NJN,LAC,20120307LACNJN,q2,0
2f1,2,3,NJN,LAC,20120307LACNJN,q3,1
2f1,2,3,LAC,NJN,20120307LACNJN,q3,0
2f1,0,2,WAS,LAL,20120307LALWAS,q1,1
2f1,2,1,LAL,WAS,20120307LALWAS,q1,0
2f1,5,2,WAS,LAL,20120307LALWAS,q2,1
2f1,2,1,LAL,WAS,20120307LALWAS,q2,0
2f1,0,2,LAL,WAS,20120307LALWAS,q3,1
2f1,2,1,WAS,LAL,20120307LALWAS,q3,0
1f1,0,2,GSW,MEM,20120307MEMGSW,q1,1
1f1,2,1,MEM,GSW,20120307MEMGSW,q1,0
1f1,0,2,GSW,MEM,20120307MEMGSW,q2,1
1f1,2,1,MEM,GSW,20120307MEMGSW,q2,0
2f1,3,2,MEM,GSW,20120307MEMGSW,q3,1
2f1,0,2,GSW,MEM,20120307MEMGSW,q3,0
2f1,4,2,NOH,SAC,20120307NOHSAC,q1,1
2f1,2,2,SAC,NOH,20120307NOHSAC,q1,0
1f1,0,2,NOH,SAC,20120307NOHSAC,q2,1
1f1,2,2,SAC,NOH,20120307NOHSAC,q2,0
2f1,1,2,SAC,NOH,20120307NOHSAC,q3,1
2f1,3,1,NOH,SAC,20120307NOHSAC,q3,0
2f1,0,3,NYK,SAS,20120307NYKSAS,q1,1
2f1,0,3,SAS,NYK,20120307NYKSAS,q1,0
2f1,4,2,SAS,NYK,20120307NYKSAS,q2,1
2f1,0,1,NYK,SAS,20120307NYKSAS,q2,0
2f1,2,2,SAS,NYK,20120307NYKSAS,q3,1
2f1,2,1,NYK,SAS,20120307NYKSAS,q3,0
2f1,4,2,OKC,PHX,20120307PHXOKC,q1,1
2f1,2,2,PHX,OKC,20120307PHXOKC,q1,0
2f1,4,2,PHX,OKC,20120307PHXOKC,q2,1
2f1,3,2,OKC,PHX,20120307PHXOKC,q2,0
1f1,2,1,PHX,OKC,20120307PHXOKC,q3,1
1f1,0,1,OKC,PHX,20120307PHXOKC,q3,0
1f1,0,2,POR,MIN,20120307PORMIN,q1,1
1f1,3,1,MIN,POR,20120307PORMIN,q1,0
2f1,0,2,POR,MIN,20120307PORMIN,q2,1
2f1,2,1,MIN,POR,20120307PORMIN,q2,0
2f1,0,2,MIN,POR,20120307PORMIN,q3,1
2f1,2,2,POR,MIN,20120307PORMIN,q3,0
2f1,0,2,UTA,CHA,20120307UTACHA,q1,1
2f1,0,2,CHA,UTA,20120307UTACHA,q1,0
2f1,2,1,CHA,UTA,20120307UTACHA,q2,1
2f1,3,1,UTA,CHA,20120307UTACHA,q2,0
1f1,2,1,UTA,CHA,20120307UTACHA,q3,1
1f1,0,1,CHA,UTA,20120307UTACHA,q3,0
1f1,0,2,DAL,PHX,20120308DALPHX,q1,1
1f1,0,1,PHX,DAL,20120308DALPHX,q1,0
1f1,2,1,PHX,DAL,20120308DALPHX,q2,1
1f1,0,1,DAL,PHX,20120308DALPHX,q2,0
2f1,2,1,PHX,DAL,20120308DALPHX,q3,1
2f1,0,1,DAL,PHX,20120308DALPHX,q3,0
2f1,2,2,CHI,ORL,20120308ORLCHI,q1,1
2f1,2,1,ORL,CHI,20120308ORLCHI,q1,0
2f1,6,2,CHI,ORL,20120308ORLCHI,q2,1
2f1,0,1,ORL,CHI,20120308ORLCHI,q2,0
1f1,3,2,ORL,CHI,20120308ORLCHI,q3,1
1f1,0,1,CHI,ORL,20120308ORLCHI,q3,0
2f1,0,1,DET,ATL,20120309ATLDET,q1,1
2f1,0,1,ATL,DET,20120309ATLDET,q1,0
1f1,0,1,DET,ATL,20120309ATLDET,q2,1
1f1,0,1,ATL,DET,20120309ATLDET,q2,0
2f1,0,2,ATL,DET,20120309ATLDET,q3,1
2f1,2,2,DET,ATL,20120309ATLDET,q3,0
2f1,0,2,OKC,CLE,20120309CLEOKC,q1,1
2f1,0,1,CLE,OKC,20120309CLEOKC,q1,0
1f1,2,2,CLE,OKC,20120309CLEOKC,q2,1
1f1,2,1,OKC,CLE,20120309CLEOKC,q2,0
2f1,2,2,OKC,CLE,20120309CLEOKC,q3,1
2f1,2,1,CLE,OKC,20120309CLEOKC,q3,0
2f1,0,1,DAL,SAC,20120309DALSAC,q1,1
2f1,2,1,SAC,DAL,20120309DALSAC,q1,0
