type,pts,pos,tm,opp,id,q,init
1f1,0,1,ATL,CLE,20120121CLEATL,q3,0
2f1,2,2,DAL,NOH,20120121DALNOH,q1,1
2f1,0,1,NOH,DAL,20120121DALNOH,q1,0
1f1,0,2,NOH,DAL,20120121DALNOH,q2,1
1f1,0,1,DAL,NOH,20120121DALNOH,q2,0
1f1,2,2,NOH,DAL,20120121DALNOH,q3,1
1f1,0,1,DAL,NOH,20120121DALNOH,q3,0
1f1,0,1,DEN,NYK,20120121DENNYK,q1,1
1f1,0,1,NYK,DEN,20120121DENNYK,q1,0
2f1,2,2,NYK,DEN,20120121DENNYK,q2,1
2f1,0,1,DEN,NYK,20120121DENNYK,q2,0
2f1,2,1,DEN,NYK,20120121DENNYK,q3,1
2f1,0,1,NYK,DEN,20120121DENNYK,q3,0
2f1,3,2,MIN,UTA,20120121MINUTA,q1,1
2f1,2,2,UTA,MIN,20120121MINUTA,q1,0
2f1,4,2,UTA,MIN,20120121MINUTA,q2,1
2f1,2,2,MIN,UTA,20120121MINUTA,q2,0
2f1,2,2,MIN,UTA,20120121MINUTA,q3,1
2f1,0,2,UTA,MIN,20120121MINUTA,q3,0
1f1,5,2,OKC,NJN,20120121OKCNJN,q1,1
1f1,4,2,NJN,OKC,20120121OKCNJN,q1,0
1f1,0,2,OKC,NJN,20120121OKCNJN,q2,1
1f1,2,1,NJN,OKC,20120121OKCNJN,q2,0
1f1,1,1,NJN,OKC,20120121OKCNJN,q3,1
1f1,2,1,OKC,NJN,20120121OKCNJN,q3,0
2f1,2,2,MIA,PHI,20120121PHIMIA,q1,1
2f1,3,1,PHI,MIA,20120121PHIMIA,q1,0
2f1,2,2,PHI,MIA,20120121PHIMIA,q2,1
2f1,2,1,MIA,PHI,20120121PHIMIA,q2,0
2f1,2,2,PHI,MIA,20120121PHIMIA,q3,1
2f1,3,2,MIA,PHI,20120121PHIMIA,q3,0
2f1,2,2,POR,DET,20120121PORDET,q1,1
2f1,2,1,DET,POR,20120121PORDET,q1,0
1f1,0,2,POR,DET,20120121PORDET,q2,1
1f1,0,1,DET,POR,20120121PORDET,q2,0
1f1,0,2,POR,DET,20120121PORDET,q3,1
1f1,0,1,DET,POR,20120121PORDET,q3,0
1f1,2,1,MEM,SAC,20120121SACMEM,q1,1
1f1,0,1,SAC,MEM,20120121SACMEM,q1,0
2f1,4,2,SAC,MEM,20120121SACMEM,q2,1
2f1,3,2,MEM,SAC,20120121SACMEM,q2,0
2f1,0,2,SAC,MEM,20120121SACMEM,q3,1
2f1,2,1,MEM,SAC,20120121SACMEM,q3,0
2f1,2,2,HOU,SAS,20120121SASHOU,q1,1
2f1,2,1,SAS,HOU,20120121SASHOU,q1,0
2f1,0,2,HOU,SAS,20120121SASHOU,q2,1
2f1,0,2,SAS,HOU,20120121SASHOU,q2,0
1f1,3,2,HOU,SAS,20120121SASHOU,q3,1
1f1,2,2,SAS,HOU,20120121SASHOU,q3,0
1f1,0,1,BOS,WAS,20120122BOSWAS,q1,1
1f1,0,1,WAS,BOS,20120122BOSWAS,q1,0
1f1,3,1,BOS,WAS,20120122BOSWAS,q2,1
1f1,0,1,WAS,BOS,20120122BOSWAS,q2,0
2f1,0,2,BOS,WAS,20120122BOSWAS,q3,1
2f1,0,2,WAS,BOS,20120122BOSWAS,q3,0
1f1,3,2,NJN,CHA,20120122CHANJN,q1,1
1f1,0,1,CHA,NJN,20120122CHANJN,q1,0
1f1,0,2,CHA,NJN,20120122CHANJN,q2,1
1f1,2,1,NJN,CHA,20120122CHANJN,q2,0
2f1,0,2,CHA,NJN,20120122CHANJN,q3,1
2f1,2,1,NJN,CHA,20120122CHANJN,q3,0
2f1,4,2,LAL,IND,20120122INDLAL,q1,1
2f1,0,2,IND,LAL,20120122INDLAL,q1,0
2f1,3,2,IND,LAL,20120122INDLAL,q2,1
2f1,0,1,LAL,IND,20120122INDLAL,q2,0
1f1,0,1,IND,LAL,20120122INDLAL,q3,1
1f1,2,1,LAL,IND,20120122INDLAL,q3,0
2f1,3,2,MIA,MIL,20120122MILMIA,q1,1
2f1,2,2,MIL,MIA,20120122MILMIA,q1,0
2f1,2,2,MIL,MIA,20120122MILMIA,q2,1
2f1,0,1,MIA,MIL,20120122MILMIA,q2,0
2f1,5,2,MIL,MIA,20120122MILMIA,q3,1
2f1,2,2,MIA,MIL,20120122MILMIA,q3,0
2f1,2,3,TOR,LAC,20120122TORLAC,q1,1
2f1,1,2,LAC,TOR,20120122TORLAC,q1,0
2f1,1,3,TOR,LAC,20120122TORLAC,q2,1
2f1,2,2,LAC,TOR,20120122TORLAC,q2,0
2f1,2,2,TOR,LAC,20120122TORLAC,q3,1
2f1,2,2,LAC,TOR,20120122TORLAC,q3,0
2f1,2,2,ATL,MIL,20120123ATLMIL,q1,1
2f1,3,2,MIL,ATL,20120123ATLMIL,q1,0
2f1,2,2,MIL,ATL,20120123ATLMIL,q2,1
2f1,1,1,ATL,MIL,20120123ATLMIL,q2,0
2f1,5,2,MIL,ATL,20120123ATLMIL,q3,1
2f1,2,2,ATL,MIL,20120123ATLMIL,q3,0
1f1,0,2,OKC,DET,20120123DETOKC,q1,1
1f1,0,1,DET,OKC,20120123DETOKC,q1,0
2f1,0,2,OKC,DET,20120123DETOKC,q2,1
2f1,2,2,DET,OKC,20120123DETOKC,q2,0
2f1,5,2,OKC,DET,20120123DETOKC,q3,1
2f1,0,1,DET,OKC,20120123DETOKC,q3,0
2f1,1,2,MIN,HOU,20120123HOUMIN,q1,1
2f1,0,2,HOU,MIN,20120123HOUMIN,q1,0
1f1,2,2,HOU,MIN,20120123HOUMIN,q2,1
1f1,0,1,MIN,HOU,20120123HOUMIN,q2,0
2f1,1,3,MIN,HOU,20120123HOUMIN,q3,1
2f1,4,2,HOU,MIN,20120123HOUMIN,q3,0
2f1,3,2,GSW,MEM,20120123MEMGSW,q1,1
2f1,0,1,MEM,GSW,20120123MEMGSW,q1,0
2f1,2,2,GSW,MEM,20120123MEMGSW,q2,1
2f1,2,2,MEM,GSW,20120123MEMGSW,q2,0
2f1,3,2,GSW,MEM,20120123MEMGSW,q3,1
2f1,2,2,MEM,GSW,20120123MEMGSW,q3,0
2f1,2,2,NJN,CHI,20120123NJNCHI,q1,1
2f1,2,1,CHI,NJN,20120123NJNCHI,q1,0
2f1,2,2,CHI,NJN,20120123NJNCHI,q2,1
2f1,0,1,NJN,CHI,20120123NJNCHI,q2,0
1f1,0,2,CHI,NJN,20120123NJNCHI,q3,1
1f1,0,1,NJN,CHI,20120123NJNCHI,q3,0
2f1,2,2,ORL,BOS,20120123ORLBOS,q1,1
2f1,2,1,BOS,ORL,20120123ORLBOS,q1,0
2f1,3,2,ORL,BOS,20120123ORLBOS,q2,1
2f1,3,1,BOS,ORL,20120123ORLBOS,q2,0
2f1,4,2,BOS,ORL,20120123ORLBOS,q3,1
2f1,0,2,ORL,BOS,20120123ORLBOS,q3,0
1f1,2,1,POR,SAC,20120123SACPOR,q1,1
1f1,0,1,SAC,POR,20120123SACPOR,q1,0
1f1,5,2,SAC,POR,20120123SACPOR,q2,1
1f1,0,1,POR,SAC,20120123SACPOR,q2,0
1f1,2,1,SAC,POR,20120123SACPOR,q3,1
1f1,0,1,POR,SAC,20120123SACPOR,q3,0
2f1,0,2,SAS,NOH,20120123SASNOH,q1,1
2f1,2,2,NOH,SAS,20120123SASNOH,q1,0
2f1,2,2,SAS,NOH,20120123SASNOH,q2,1
2f1,2,2,NOH,SAS,20120123SASNOH,q2,0
1f1,0,2,NOH,SAS,20120123SASNOH,q3,1
1f1,0,1,SAS,NOH,20120123SASNOH,q3,0
1f1,2,2,PHI,WAS,20120123WASPHI,q1,1
1f1,0,1,WAS,PHI,20120123WASPHI,q1,0
1f1,3,1,PHI,WAS,20120123WASPHI,q2,1
1f1,0,1,WAS,PHI,20120123WASPHI,q2,0
1f1,2,2,WAS,PHI,20120123WASPHI,q3,1
1f1,2,1,PHI,WAS,20120123WASPHI,q3,0
2f1,2,2,MIA,CLE,20120124CLEMIA,q1,1
2f1,3,1,CLE,MIA,20120124CLEMIA,q1,0
2f1,2,2,CLE,MIA,20120124CLEMIA,q2,1
2f1,0,2,MIA,CLE,20120124CLEMIA,q2,0
2f1,1,2,CLE,MIA,20120124CLEMIA,q3,1
2f1,0,1,MIA,CLE,20120124CLEMIA,q3,0
2f1,2,2,POR,MEM,20120124MEMPOR,q1,1
2f1,2,1,MEM,POR,20120124MEMPOR,q1,0
2f1,0,2,MEM,POR,20120124MEMPOR,q2,1
2f1,2,1,POR,MEM,20120124MEMPOR,q2,0
1f1,0,2,POR,MEM,20120124MEMPOR,q3,1
1f1,1,1,MEM,POR,20120124MEMPOR,q3,0
2f1,0,1,NYK,CHA,20120124NYKCHA,q1,1
2f1,2,1,CHA,NYK,20120124NYKCHA,q1,0
2f1,2,2,NYK,CHA,20120124NYKCHA,q2,1
2f1,2,1,CHA,NYK,20120124NYKCHA,q2,0
2f1,3,2,CHA,NYK,20120124NYKCHA,q3,1
2f1,0,1,NYK,CHA,20120124NYKCHA,q3,0
2f1,0,2,ORL,IND,20120124ORLIND,q1,1
2f1,2,1,IND,ORL,20120124ORLIND,q1,0
1f1,0,2,ORL,IND,20120124ORLIND,q2,1
1f1,0,1,IND,ORL,20120124ORLIND,q2,0
1f1,3,2,ORL,IND,20120124ORLIND,q3,1
1f1,2,1,IND,ORL,20120124ORLIND,q3,0
2f1,3,3,PHX,TOR,20120124TORPHX,q1,1
2f1,0,2,TOR,PHX,20120124TORPHX,q1,0
2f1,0,2,PHX,TOR,20120124TORPHX,q2,1
2f1,2,2,TOR,PHX,20120124TORPHX,q2,0
2f1,2,2,TOR,PHX,20120124TORPHX,q3,1
2f1,2,1,PHX,TOR,20120124TORPHX,q3,0
1f1,5,2,SAS,ATL,20120125ATLSAS,q1,1
1f1,2,1,ATL,SAS,20120125ATLSAS,q1,0
2f1,0,2,SAS,ATL,20120125ATLSAS,q2,1
2f1,2,1,ATL,SAS,20120125ATLSAS,q2,0
2f1,0,1,ATL,SAS,20120125ATLSAS,q3,1
2f1,2,1,SAS,ATL,20120125ATLSAS,q3,0
2f1,2,2,WAS,CHA,20120125CHAWAS,q1,1
2f1,0,1,CHA,WAS,20120125CHAWAS,q1,0
1f1,0,2,WAS,CHA,20120125CHAWAS,q2,1
1f1,0,1,CHA,WAS,20120125CHAWAS,q2,0
1f1,1,3,CHA,WAS,20120125CHAWAS,q3,1
1f1,0,2,WAS,CHA,20120125CHAWAS,q3,0
2f1,2,2,SAC,DEN,20120125DENSAC,q1,1
2f1,0,2,DEN,SAC,20120125DENSAC,q1,0
2f1,0,2,SAC,DEN,20120125DENSAC,q2,1
2f1,2,2,DEN,SAC,20120125DENSAC,q2,0
1f1,2,2,DEN,SAC,20120125DENSAC,q3,1
1f1,3,1,SAC,DEN,20120125DENSAC,q3,0
1f1,0,1,IND,CHI,20120125INDCHI,q1,1
1f1,0,1,CHI,IND,20120125INDCHI,q1,0
2f1,0,3,IND,CHI,20120125INDCHI,q2,1
2f1,3,3,CHI,IND,20120125INDCHI,q2,0
1f1,0,1,CHI,IND,20120125INDCHI,q3,1
1f1,1,1,IND,CHI,20120125INDCHI,q3,0
1f1,0,2,LAL,LAC,20120125LACLAL,q1,1
1f1,0,1,LAC,LAL,20120125LACLAL,q1,0
2f1,2,2,LAC,LAL,20120125LACLAL,q2,1
2f1,3,1,LAL,LAC,20120125LACLAL,q2,0
2f1,0,2,LAC,LAL,20120125LACLAL,q3,1
2f1,2,1,LAL,LAC,20120125LACLAL,q3,0
1f1,2,1,DET,MIA,20120125MIADET,q1,1
1f1,0,1,MIA,DET,20120125MIADET,q1,0
2f1,4,2,DET,MIA,20120125MIADET,q2,1
2f1,2,1,MIA,DET,20120125MIADET,q2,0
2f1,3,2,MIA,DET,20120125MIADET,q3,1
2f1,0,2,DET,MIA,20120125MIADET,q3,0
2f1,2,2,HOU,MIL,20120125MILHOU,q1,1
2f1,3,1,MIL,HOU,20120125MILHOU,q1,0
1f1,0,2,MIL,HOU,20120125MILHOU,q2,1
1f1,0,1,HOU,MIL,20120125MILHOU,q2,0
2f1,6,2,MIL,HOU,20120125MILHOU,q3,1
2f1,0,2,HOU,MIL,20120125MILHOU,q3,0
2f1,4,2,DAL,MIN,20120125MINDAL,q1,1
2f1,3,1,MIN,DAL,20120125MINDAL,q1,0
2f1,0,2,DAL,MIN,20120125MINDAL,q2,1
2f1,6,2,MIN,DAL,20120125MINDAL,q2,0
2f1,3,2,MIN,DAL,20120125MINDAL,q3,1
2f1,2,2,DAL,MIN,20120125MINDAL,q3,0
2f1,0,1,PHI,NJN,20120125NJNPHI,q1,1
2f1,0,1,NJN,PHI,20120125NJNPHI,q1,0
2f1,2,1,NJN,PHI,20120125NJNPHI,q2,1
2f1,0,1,PHI,NJN,20120125NJNPHI,q2,0
2f1,3,2,PHI,NJN,20120125NJNPHI,q3,1
2f1,3,2,NJN,PHI,20120125NJNPHI,q3,0
2f1,4,2,NOH,OKC,20120125NOHOKC,q1,1
2f1,4,2,OKC,NOH,20120125NOHOKC,q1,0
2f1,0,2,OKC,NOH,20120125NOHOKC,q2,1
2f1,2,1,NOH,OKC,20120125NOHOKC,q2,0
1f1,2,1,OKC,NOH,20120125NOHOKC,q3,1
1f1,2,1,NOH,OKC,20120125NOHOKC,q3,0
2f1,3,2,CLE,NYK,20120125NYKCLE,q1,1
2f1,1,2,NYK,CLE,20120125NYKCLE,q1,0
2f1,4,2,NYK,CLE,20120125NYKCLE,q2,1
2f1,0,1,CLE,NYK,20120125NYKCLE,q2,0
2f1,0,2,NYK,CLE,20120125NYKCLE,q3,1
2f1,0,1,CLE,NYK,20120125NYKCLE,q3,0
1f1,3,1,POR,GSW,20120125PORGSW,q1,1
1f1,0,1,GSW,POR,20120125PORGSW,q1,0
2f1,2,2,POR,GSW,20120125PORGSW,q2,1
2f1,2,1,GSW,POR,20120125PORGSW,q2,0
2f1,2,2,GSW,POR,20120125PORGSW,q3,1
2f1,0,2,POR,GSW,20120125PORGSW,q3,0
1f1,0,1,TOR,UTA,20120125TORUTA,q1,1
1f1,0,1,UTA,TOR,20120125TORUTA,q1,0
2f1,0,2,TOR,UTA,20120125TORUTA,q2,1
2f1,0,1,UTA,TOR,20120125TORUTA,q2,0
2f1,2,2,UTA,TOR,20120125TORUTA,q3,1
2f1,0,1,TOR,UTA,20120125TORUTA,q3,0
1f1,2,1,ORL,BOS,20120126BOSORL,q1,1
1f1,0,1,BOS,ORL,20120126BOSORL,q1,0
2f1,1,2,ORL,BOS,20120126BOSORL,q2,1
2f1,3,1,BOS,ORL,20120126BOSORL,q2,0
2f1,2,3,ORL,BOS,20120126BOSORL,q3,1
2f1,3,2,BOS,ORL,20120126BOSORL,q3,0
2f1,4,3,MEM,LAC,20120126MEMLAC,q1,1
2f1,0,2,LAC,MEM,20120126MEMLAC,q1,0
2f1,2,2,MEM,LAC,20120126MEMLAC,q2,1
2f1,2,2,LAC,MEM,20120126MEMLAC,q2,0
2f1,2,2,LAC,MEM,20120126MEMLAC,q3,1
2f1,0,2,MEM,LAC,20120126MEMLAC,q3,0
1f1,2,2,DET,ATL,20120127ATLDET,q1,1
1f1,2,1,ATL,DET,20120127ATLDET,q1,0
1f1,2,1,ATL,DET,20120127ATLDET,q2,1
1f1,3,1,DET,ATL,20120127ATLDET,q2,0
2f1,2,2,ATL,DET,20120127ATLDET,q3,1
2f1,2,2,DET,ATL,20120127ATLDET,q3,0
2f1,0,2,CHA,PHI,20120127CHAPHI,q1,1
2f1,0,1,PHI,CHA,20120127CHAPHI,q1,0
1f1,0,1,PHI,CHA,20120127CHAPHI,q2,1
1f1,2,1,CHA,PHI,20120127CHAPHI,q2,0
1f1,3,1,PHI,CHA,20120127CHAPHI,q3,1
1f1,0,1,CHA,PHI,20120127CHAPHI,q3,0
2f1,2,2,BOS,IND,20120127INDBOS,q1,1
2f1,0,1,IND,BOS,20120127INDBOS,q1,0
2f1,2,2,IND,BOS,20120127INDBOS,q2,1
2f1,3,1,BOS,IND,20120127INDBOS,q2,0
1f1,2,2,BOS,IND,20120127INDBOS,q3,1
1f1,0,1,IND,BOS,20120127INDBOS,q3,0
1f1,0,2,MIL,CHI,20120127MILCHI,q1,1
1f1,2,1,CHI,MIL,20120127MILCHI,q1,0
1f1,2,2,MIL,CHI,20120127MILCHI,q2,1
1f1,0,1,CHI,MIL,20120127MILCHI,q2,0
2f1,4,2,CHI,MIL,20120127MILCHI,q3,1
2f1,0,2,MIL,CHI,20120127MILCHI,q3,0
1f1,0,2,CLE,NJN,20120127NJNCLE,q1,1
1f1,0,1,NJN,CLE,20120127NJNCLE,q1,0
2f1,2,2,NJN,CLE,20120127NJNCLE,q2,1
2f1,4,2,CLE,NJN,20120127NJNCLE,q2,0
2f1,2,2,CLE,NJN,20120127NJNCLE,q3,1
2f1,2,1,NJN,CLE,20120127NJNCLE,q3,0
2f1,0,3,NYK,MIA,20120127NYKMIA,q1,1
2f1,2,2,MIA,NYK,20120127NYKMIA,q1,0
2f1,2,2,MIA,NYK,20120127NYKMIA,q2,1
2f1,2,1,NYK,MIA,20120127NYKMIA,q2,0
2f1,2,2,MIA,NYK,20120127NYKMIA,q3,1
2f1,0,2,NYK,MIA,20120127NYKMIA,q3,0
1f1,5,2,GSW,OKC,20120127OKCGSW,q1,1
1f1,0,1,OKC,GSW,20120127OKCGSW,q1,0
2f1,2,2,GSW,OKC,20120127OKCGSW,q2,1
2f1,2,1,OKC,GSW,20120127OKCGSW,q2,0
2f1,4,2,OKC,GSW,20120127OKCGSW,q3,1
2f1,1,2,GSW,OKC,20120127OKCGSW,q3,0
1f1,0,2,NOH,ORL,20120127ORLNOH,q1,1
1f1,0,1,ORL,NOH,20120127ORLNOH,q1,0
2f1,0,2,ORL,NOH,20120127ORLNOH,q2,1
2f1,2,1,NOH,ORL,20120127ORLNOH,q2,0
2f1,2,2,NOH,ORL,20120127ORLNOH,q3,1
2f1,0,2,ORL,NOH,20120127ORLNOH,q3,0
1f1,2,2,POR,PHX,20120127PHXPOR,q1,1
1f1,1,1,PHX,POR,20120127PHXPOR,q1,0
1f1,0,2,PHX,POR,20120127PHXPOR,q2,1
1f1,0,1,POR,PHX,20120127PHXPOR,q2,0
1f1,2,1,POR,PHX,20120127PHXPOR,q3,1
1f1,0,1,PHX,POR,20120127PHXPOR,q3,0
2f1,2,2,SAS,MIN,20120127SASMIN,q1,1
2f1,2,2,MIN,SAS,20120127SASMIN,q1,0
2f1,0,2,SAS,MIN,20120127SASMIN,q2,1
2f1,2,1,MIN,SAS,20120127SASMIN,q2,0
2f1,0,2,MIN,SAS,20120127SASMIN,q3,1
2f1,2,1,SAS,MIN,20120127SASMIN,q3,0
1f1,6,2,DEN,TOR,20120127TORDEN,q1,1
1f1,0,1,TOR,DEN,20120127TORDEN,q1,0
1f1,2,2,DEN,TOR,20120127TORDEN,q2,1
1f1,0,1,TOR,DEN,20120127TORDEN,q2,0
2f1,3,2,TOR,DEN,20120127TORDEN,q3,1
2f1,2,1,DEN,TOR,20120127TORDEN,q3,0
1f1,2,1,UTA,DAL,20120127UTADAL,q1,1
1f1,1,1,DAL,UTA,20120127UTADAL,q1,0
2f1,2,2,DAL,UTA,20120127UTADAL,q2,1
2f1,2,1,UTA,DAL,20120127UTADAL,q2,0
1f1,2,2,UTA,DAL,20120127UTADAL,q3,1
1f1,3,1,DAL,UTA,20120127UTADAL,q3,0
2f1,0,2,HOU,WAS,20120127WASHOU,q1,1
2f1,0,1,WAS,HOU,20120127WASHOU,q1,0
2f1,0,1,WAS,HOU,20120127WASHOU,q2,1
2f1,0,1,HOU,WAS,20120127WASHOU,q2,0
1f1,0,1,WAS,HOU,20120127WASHOU,q3,1
1f1,0,1,HOU,WAS,20120127WASHOU,q3,0
2f1,3,2,PHI,DET,20120128DETPHI,q1,1
2f1,2,2,DET,PHI,20120128DETPHI,q1,0
2f1,0,2,DET,PHI,20120128DETPHI,q2,1
2f1,0,1,PHI,DET,20120128DETPHI,q2,0
2f1,2,2,PHI,DET,20120128DETPHI,q3,1
2f1,0,2,DET,PHI,20120128DETPHI,q3,0
1f1,0,2,LAL,MIL,20120128LALMIL,q1,1
1f1,3,1,MIL,LAL,20120128LALMIL,q1,0
2f1,3,1,LAL,MIL,20120128LALMIL,q2,1
2f1,0,1,MIL,LAL,20120128LALMIL,q2,0
1f1,0,1,LAL,MIL,20120128LALMIL,q3,1
1f1,2,1,MIL,LAL,20120128LALMIL,q3,0
1f1,0,1,MEM,PHX,20120128MEMPHX,q1,1
1f1,0,1,PHX,MEM,20120128MEMPHX,q1,0
1f1,0,2,MEM,PHX,20120128MEMPHX,q2,1
1f1,2,1,PHX,MEM,20120128MEMPHX,q2,0
2f1,2,2,PHX,MEM,20120128MEMPHX,q3,1
2f1,0,2,MEM,PHX,20120128MEMPHX,q3,0
1f1,2,2,HOU,NYK,20120128NYKHOU,q1,1
1f1,0,1,NYK,HOU,20120128NYKHOU,q1,0
2f1,0,2,NYK,HOU,20120128NYKHOU,q2,1
2f1,0,2,HOU,NYK,20120128NYKHOU,q2,0
2f1,4,3,HOU,NYK,20120128NYKHOU,q3,1
2f1,2,2,NYK,HOU,20120128NYKHOU,q3,0
2f1,2,1,SAC,UTA,20120128SACUTA,q1,1
2f1,2,1,UTA,SAC,20120128SACUTA,q1,0
2f1,2,2,UTA,SAC,20120128SACUTA,q2,1
2f1,2,2,SAC,UTA,20120128SACUTA,q2,0
1f1,5,2,UTA,SAC,20120128SACUTA,q3,1
1f1,0,1,SAC,UTA,20120128SACUTA,q3,0
2f1,4,2,CHA,WAS,20120128WASCHA,q1,1
2f1,2,1,WAS,CHA,20120128WASCHA,q1,0
2f1,5,2,WAS,CHA,20120128WASCHA,q2,1
2f1,2,1,CHA,WAS,20120128WASCHA,q2,0
1f1,2,2,CHA,WAS,20120128WASCHA,q3,1
1f1,2,2,WAS,CHA,20120128WASCHA,q3,0
2f1,0,2,ATL,NOH,20120129ATLNOH,q1,1
2f1,0,1,NOH,ATL,20120129ATLNOH,q1,0
2f1,0,1,ATL,NOH,20120129ATLNOH,q2,1
2f1,0,1,NOH,ATL,20120129ATLNOH,q2,0
2f1,2,2,NOH,ATL,20120129ATLNOH,q3,1
2f1,3,2,ATL,NOH,20120129ATLNOH,q3,0
2f1,4,2,CHI,MIA,20120129CHIMIA,q1,1
2f1,2,2,MIA,CHI,20120129CHIMIA,q1,0
1f1,2,2,MIA,CHI,20120129CHIMIA,q2,1
1f1,2,1,CHI,MIA,20120129CHIMIA,q2,0
1f1,2,1,MIA,CHI,20120129CHIMIA,q3,1
1f1,0,1,CHI,MIA,20120129CHIMIA,q3,0
2f1,0,1,CLE,BOS,20120129CLEBOS,q1,1
2f1,0,1,BOS,CLE,20120129CLEBOS,q1,0
1f1,2,1,CLE,BOS,20120129CLEBOS,q2,1
1f1,0,1,BOS,CLE,20120129CLEBOS,q2,0
2f1,0,2,BOS,CLE,20120129CLEBOS,q3,1
2f1,0,2,CLE,BOS,20120129CLEBOS,q3,0
2f1,4,3,IND,ORL,20120129INDORL,q1,1
2f1,2,3,ORL,IND,20120129INDORL,q1,0
1f1,0,1,IND,ORL,20120129INDORL,q2,1
1f1,0,1,ORL,IND,20120129INDORL,q2,0
1f1,3,1,IND,ORL,20120129INDORL,q3,1
1f1,0,1,ORL,IND,20120129INDORL,q3,0
2f1,0,2,LAC,DEN,20120129LACDEN,q1,1
2f1,2,2,DEN,LAC,20120129LACDEN,q1,0
1f1,3,2,DEN,LAC,20120129LACDEN,q2,1
1f1,1,1,LAC,DEN,20120129LACDEN,q2,0
2f1,4,2,DEN,LAC,20120129LACDEN,q3,1
2f1,1,1,LAC,DEN,20120129LACDEN,q3,0
1f1,0,1,LAL,MIN,20120129LALMIN,q1,1
1f1,0,1,MIN,LAL,20120129LALMIN,q1,0
2f1,5,2,MIN,LAL,20120129LALMIN,q2,1
2f1,2,2,LAL,MIN,20120129LALMIN,q2,0
2f1,0,3,LAL,MIN,20120129LALMIN,q3,1
2f1,4,2,MIN,LAL,20120129LALMIN,q3,0
1f1,0,1,SAS,DAL,20120129SASDAL,q1,1
1f1,0,1,DAL,SAS,20120129SASDAL,q1,0
2f1,2,2,DAL,SAS,20120129SASDAL,q2,1
2f1,2,1,SAS,DAL,20120129SASDAL,q2,0
1f1,2,1,SAS,DAL,20120129SASDAL,q3,1
1f1,0,1,DAL,SAS,20120129SASDAL,q3,0
2f1,2,2,TOR,NJN,20120129TORNJN,q1,1
2f1,2,1,NJN,TOR,20120129TORNJN,q1,0
1f1,0,2,TOR,NJN,20120129TORNJN,q2,1
1f1,2,1,NJN,TOR,20120129TORNJN,q2,0
1f1,0,2,NJN,TOR,20120129TORNJN,q3,1
1f1,1,1,TOR,NJN,20120129TORNJN,q3,0
1f1,2,2,WAS,CHI,20120130CHIWAS,q1,1
1f1,0,1,CHI,WAS,20120130CHIWAS,q1,0
2f1,3,2,CHI,WAS,20120130CHIWAS,q2,1
2f1,2,2,WAS,CHI,20120130CHIWAS,q2,0
2f1,4,2,WAS,CHI,20120130CHIWAS,q3,1
2f1,1,2,CHI,WAS,20120130CHIWAS,q3,0
2f1,2,2,DAL,PHX,20120130DALPHX,q1,1
2f1,0,1,PHX,DAL,20120130DALPHX,q1,0
2f1,5,2,DAL,PHX,20120130DALPHX,q2,1
2f1,0,1,PHX,DAL,20120130DALPHX,q2,0
1f1,2,1,PHX,DAL,20120130DALPHX,q3,1
1f1,2,1,DAL,PHX,20120130DALPHX,q3,0
2f1,2,2,DET,MIL,20120130DETMIL,q1,1
2f1,0,1,MIL,DET,20120130DETMIL,q1,0
2f1,0,2,MIL,DET,20120130DETMIL,q2,1
2f1,3,2,DET,MIL,20120130DETMIL,q2,0
2f1,2,2,DET,MIL,20120130DETMIL,q3,1
2f1,2,2,MIL,DET,20120130DETMIL,q3,0
1f1,0,2,HOU,MIN,20120130MINHOU,q1,1
1f1,3,1,MIN,HOU,20120130MINHOU,q1,0
1f1,0,1,HOU,MIN,20120130MINHOU,q2,1
1f1,2,1,MIN,HOU,20120130MINHOU,q2,0
2f1,0,1,MIN,HOU,20120130MINHOU,q3,1
2f1,0,1,HOU,MIN,20120130MINHOU,q3,0
2f1,2,2,NOH,MIA,20120130NOHMIA,q1,1
2f1,4,2,MIA,NOH,20120130NOHMIA,q1,0
1f1,0,2,NOH,MIA,20120130NOHMIA,q2,1
1f1,1,1,MIA,NOH,20120130NOHMIA,q2,0
2f1,0,1,NOH,MIA,20120130NOHMIA,q3,1
2f1,0,1,MIA,NOH,20120130NOHMIA,q3,0
2f1,4,2,OKC,LAC,20120130OKCLAC,q1,1
2f1,2,2,LAC,OKC,20120130OKCLAC,q1,0
2f1,6,3,LAC,OKC,20120130OKCLAC,q2,1
2f1,0,3,OKC,LAC,20120130OKCLAC,q2,0
2f1,0,2,OKC,LAC,20120130OKCLAC,q3,1
2f1,3,2,LAC,OKC,20120130OKCLAC,q3,0
2f1,3,2,ORL,PHI,20120130ORLPHI,q1,1
2f1,0,2,PHI,ORL,20120130ORLPHI,q1,0
1f1,0,1,ORL,PHI,20120130ORLPHI,q2,1
1f1,0,1,PHI,ORL,20120130ORLPHI,q2,0
2f1,0,2,ORL,PHI,20120130ORLPHI,q3,1
2f1,0,1,PHI,ORL,20120130ORLPHI,q3,0
1f1,1,2,UTA,POR,20120130PORUTA,q1,1
1f1,2,1,POR,UTA,20120130PORUTA,q1,0
1f1,2,1,UTA,POR,20120130PORUTA,q2,1
1f1,0,1,POR,UTA,20120130PORUTA,q2,0
1f1,4,2,UTA,POR,20120130PORUTA,q3,1
1f1,0,2,POR,UTA,20120130PORUTA,q3,0
